event_id,review_id,treated_repo,treated_path,adoption_date,adjudicated_carrier,adjudicated_components,control_repo,match_rank,match_distance,candidate_stage,exact_language,exact_owner_type,exact_star_cell,exact_pr_activity_cell,treated_primaryLanguage,control_primaryLanguage,treated_ownerType,control_ownerType,treated_seedStarCell,control_seedStarCell,treated_pr_activity_cell,control_pr_activity_cell,treated_stars,control_stars,treated_pull_requests_total,control_pull_requests_total,treated_issues_total,control_issues_total,treated_governance_maturity_score,control_governance_maturity_score,treated_age_days,control_age_days
FTE081,FCR-0304,iree-org/iree,docs/website/docs/developers/general/contributing.md,2026-01-20T14:34:05Z,contributing_guide,authorship_or_provenance;disclosure;human_responsibility,ydb-platform/ydb,2,0.716909,language_owner,True,True,True,True,C++,C++,Organization,Organization,1000-4999,1000-4999,10000+,10000+,3748,4721,19056,30444,5174,9133,,,2433,1554
FTE081,FCR-0304,iree-org/iree,docs/website/docs/developers/general/contributing.md,2026-01-20T14:34:05Z,contributing_guide,authorship_or_provenance;disclosure;human_responsibility,RobotLocomotion/drake,3,0.929048,language_owner,True,True,True,True,C++,C++,Organization,Organization,1000-4999,1000-4999,10000+,10000+,3748,4020,19056,17728,5174,6766,,,2433,4488
FTE081,FCR-0304,iree-org/iree,docs/website/docs/developers/general/contributing.md,2026-01-20T14:34:05Z,contributing_guide,authorship_or_provenance;disclosure;human_responsibility,root-project/root,4,1.07243,language_owner,True,True,True,True,C++,C++,Organization,Organization,1000-4999,1000-4999,10000+,10000+,3748,3199,19056,19113,5174,3019,,,2433,4701
FTE081,FCR-0304,iree-org/iree,docs/website/docs/developers/general/contributing.md,2026-01-20T14:34:05Z,contributing_guide,authorship_or_provenance;disclosure;human_responsibility,mavlink/qgroundcontrol,5,3.434072,language_owner,True,True,True,False,C++,C++,Organization,Organization,1000-4999,1000-4999,10000+,3000-9999,3748,4563,19056,8536,5174,5764,,,2433,5324
FTE082,FCR-0157,streamlink/streamlink,CONTRIBUTING.md,2026-01-20T15:29:53Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban;verification_testing,borgbackup/borg,1,0.528407,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,11448,13288,3217,4736,3088,4504,,,3524,4017
FTE082,FCR-0157,streamlink/streamlink,CONTRIBUTING.md,2026-01-20T15:29:53Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban;verification_testing,optuna/optuna,2,0.537343,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,11448,14112,3217,4405,3088,1792,,,3524,3001
FTE082,FCR-0157,streamlink/streamlink,CONTRIBUTING.md,2026-01-20T15:29:53Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban;verification_testing,pyg-team/pytorch_geometric,3,0.828421,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,11448,23732,3217,3775,3088,3740,,,3524,3139
FTE082,FCR-0157,streamlink/streamlink,CONTRIBUTING.md,2026-01-20T15:29:53Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban;verification_testing,statsmodels/statsmodels,4,1.061943,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,11448,11396,3217,4148,3088,5646,,,3524,5447
FTE082,FCR-0157,streamlink/streamlink,CONTRIBUTING.md,2026-01-20T15:29:53Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban;verification_testing,mitmproxy/mitmproxy,5,1.581729,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,11448,43447,3217,3454,3088,3659,,,3524,5928
FTE083,FCR-0312,typescript-eslint/typescript-eslint,docs/contributing/AI_Contribution_Policy.mdx,2026-01-20T20:07:28Z,standalone_ai_policy,disclosure;human_responsibility;maintainer_review_discretion;restriction_or_ban,apollographql/apollo-client,1,0.504957,language_owner_star_prcell,True,True,True,True,TypeScript,TypeScript,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,16239,19715,6236,7289,5894,5440,,,2675,3727
FTE083,FCR-0312,typescript-eslint/typescript-eslint,docs/contributing/AI_Contribution_Policy.mdx,2026-01-20T20:07:28Z,standalone_ai_policy,disclosure;human_responsibility;maintainer_review_discretion;restriction_or_ban,NG-ZORRO/ng-zorro-antd,2,0.629362,language_owner_star_prcell,True,True,True,True,TypeScript,TypeScript,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,16239,9145,6236,4314,5894,5238,,,2675,3198
FTE083,FCR-0312,typescript-eslint/typescript-eslint,docs/contributing/AI_Contribution_Policy.mdx,2026-01-20T20:07:28Z,standalone_ai_policy,disclosure;human_responsibility;maintainer_review_discretion;restriction_or_ban,primefaces/primeng,3,0.90105,language_owner_star_prcell,True,True,True,True,TypeScript,TypeScript,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,16239,12455,6236,4310,5894,15210,,,2675,3768
FTE083,FCR-0312,typescript-eslint/typescript-eslint,docs/contributing/AI_Contribution_Policy.mdx,2026-01-20T20:07:28Z,standalone_ai_policy,disclosure;human_responsibility;maintainer_review_discretion;restriction_or_ban,prisma/prisma,4,1.017744,language_owner_star_prcell,True,True,True,True,TypeScript,TypeScript,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,16239,45908,6236,9916,5894,11913,,,2675,2517
FTE083,FCR-0312,typescript-eslint/typescript-eslint,docs/contributing/AI_Contribution_Policy.mdx,2026-01-20T20:07:28Z,standalone_ai_policy,disclosure;human_responsibility;maintainer_review_discretion;restriction_or_ban,makeplane/plane,5,1.31857,language_owner_star_prcell,True,True,True,True,TypeScript,TypeScript,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,16239,48887,6236,7116,5894,1669,,,2675,1269
FTE084,FCR-0021,AFLplusplus/AFLplusplus,.github/pull_request_template.md,2026-01-22T11:32:26Z,pr_template,maintainer_review_discretion;process_requirement;restriction_or_ban,seL4/seL4,1,1.443484,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,6498,5460,1667,1135,956,507,5.0,4.0,2540,4315
FTE084,FCR-0021,AFLplusplus/AFLplusplus,.github/pull_request_template.md,2026-01-22T11:32:26Z,pr_template,maintainer_review_discretion;process_requirement;restriction_or_ban,arkime/arkime,2,1.588391,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,6498,7367,1667,2368,956,1539,5.0,6.0,2540,5057
FTE084,FCR-0021,AFLplusplus/AFLplusplus,.github/pull_request_template.md,2026-01-22T11:32:26Z,pr_template,maintainer_review_discretion;process_requirement;restriction_or_ban,fontforge/fontforge,3,1.74361,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,6498,7700,1667,2324,956,3255,5.0,4.0,2540,5020
FTE084,FCR-0021,AFLplusplus/AFLplusplus,.github/pull_request_template.md,2026-01-22T11:32:26Z,pr_template,maintainer_review_discretion;process_requirement;restriction_or_ban,neutrinolabs/xrdp,4,2.521428,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,6498,6606,1667,1439,956,1942,5.0,3.0,2540,5495
FTE084,FCR-0021,AFLplusplus/AFLplusplus,.github/pull_request_template.md,2026-01-22T11:32:26Z,pr_template,maintainer_review_discretion;process_requirement;restriction_or_ban,valkey-io/valkey,5,4.440402,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,6498,25673,1667,2396,956,1007,5.0,9.0,2540,780
FTE085,FCR-0125,metabrainz/listenbrainz-server,.github/CONTRIBUTING.md,2026-01-22T14:03:18Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,mozilla/addons-server,1,3.973599,language_owner,True,True,True,False,Python,Python,Organization,Organization,200-999,200-999,3000-9999,10000+,946,896,3696,17059,0,0,2.0,,3901,4483
FTE085,FCR-0125,metabrainz/listenbrainz-server,.github/CONTRIBUTING.md,2026-01-22T14:03:18Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,aio-libs/janus,2,4.195089,language_owner,True,True,True,False,Python,Python,Organization,Organization,200-999,200-999,3000-9999,0500-0999,946,960,3696,805,0,43,2.0,2.0,3901,3990
FTE085,FCR-0125,metabrainz/listenbrainz-server,.github/CONTRIBUTING.md,2026-01-22T14:03:18Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,home-assistant-libs/pytradfri,3,4.609148,language_owner,True,True,True,False,Python,Python,Organization,Organization,200-999,200-999,3000-9999,1000-2999,946,962,3696,1003,0,165,2.0,2.0,3901,3318
FTE085,FCR-0125,metabrainz/listenbrainz-server,.github/CONTRIBUTING.md,2026-01-22T14:03:18Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,neuralgcm/neuralgcm,4,4.718009,language_owner,True,True,True,False,Python,Python,Organization,Organization,200-999,200-999,3000-9999,0500-0999,946,969,3696,595,0,92,2.0,2.0,3901,826
FTE085,FCR-0125,metabrainz/listenbrainz-server,.github/CONTRIBUTING.md,2026-01-22T14:03:18Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,openstates/openstates-scrapers,5,4.731785,language_owner,True,True,True,True,Python,Python,Organization,Organization,200-999,200-999,3000-9999,3000-9999,946,898,3696,4117,0,1512,2.0,2.0,3901,6283
FTE087,FCR-0090,fedify-dev/fedify,CONTRIBUTING.md,2026-01-24T04:12:08Z,contributing_guide,authorship_or_provenance;disclosure;human_responsibility;model_tool_usage_detail,zard-ui/zardui,1,0.326456,language_owner_star_prcell,True,True,True,True,TypeScript,TypeScript,Organization,Organization,200-999,200-999,0100-0499,0100-0499,967,990,294,331,390,260,,,800,432
FTE087,FCR-0090,fedify-dev/fedify,CONTRIBUTING.md,2026-01-24T04:12:08Z,contributing_guide,authorship_or_provenance;disclosure;human_responsibility;model_tool_usage_detail,catppuccin/vscode-icons,2,0.351666,language_owner_star_prcell,True,True,True,True,TypeScript,TypeScript,Organization,Organization,200-999,200-999,0100-0499,0100-0499,967,975,294,379,390,289,,,800,1174
FTE087,FCR-0090,fedify-dev/fedify,CONTRIBUTING.md,2026-01-24T04:12:08Z,contributing_guide,authorship_or_provenance;disclosure;human_responsibility;model_tool_usage_detail,vitest-dev/vscode,3,0.378726,language_owner_star_prcell,True,True,True,True,TypeScript,TypeScript,Organization,Organization,200-999,200-999,0100-0499,0100-0499,967,909,294,248,390,455,,,800,1520
FTE087,FCR-0090,fedify-dev/fedify,CONTRIBUTING.md,2026-01-24T04:12:08Z,contributing_guide,authorship_or_provenance;disclosure;human_responsibility;model_tool_usage_detail,voquill/voquill,4,0.74139,language_owner_star_prcell,True,True,True,True,TypeScript,TypeScript,Organization,Organization,200-999,200-999,0100-0499,0100-0499,967,916,294,317,390,129,,,800,230
FTE087,FCR-0090,fedify-dev/fedify,CONTRIBUTING.md,2026-01-24T04:12:08Z,contributing_guide,authorship_or_provenance;disclosure;human_responsibility;model_tool_usage_detail,tailscale/github-action,5,1.024063,language_owner_star_prcell,True,True,True,True,TypeScript,TypeScript,Organization,Organization,200-999,200-999,0100-0499,0100-0499,967,892,294,161,390,128,,,800,1845
FTE089,FCR-0105,i3/i3,.github/CONTRIBUTING.md,2026-01-26T19:31:48Z,contributing_guide,authorship_or_provenance;disclosure;human_responsibility;restriction_or_ban,libvips/libvips,1,0.688328,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,10453,11281,1423,1446,3778,2524,,,4114,5585
FTE089,FCR-0105,i3/i3,.github/CONTRIBUTING.md,2026-01-26T19:31:48Z,contributing_guide,authorship_or_provenance;disclosure;human_responsibility;restriction_or_ban,meetecho/janus-gateway,2,0.716507,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,10453,9081,1423,1637,3778,1992,,,4114,4472
FTE089,FCR-0105,i3/i3,.github/CONTRIBUTING.md,2026-01-26T19:31:48Z,contributing_guide,authorship_or_provenance;disclosure;human_responsibility;restriction_or_ban,nmap/nmap,3,0.918526,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,10453,12841,1423,1003,3778,1995,,,4114,5176
FTE089,FCR-0105,i3/i3,.github/CONTRIBUTING.md,2026-01-26T19:31:48Z,contributing_guide,authorship_or_provenance;disclosure;human_responsibility;restriction_or_ban,espressif/esp-idf,4,1.526556,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,10453,17974,1423,2251,3778,14893,,,4114,3554
FTE089,FCR-0105,i3/i3,.github/CONTRIBUTING.md,2026-01-26T19:31:48Z,contributing_guide,authorship_or_provenance;disclosure;human_responsibility;restriction_or_ban,sparklemotion/nokogiri,5,7.503149,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,10453,6251,1423,1427,3778,2056,,7.0,4114,6510
FTE090,FCR-0031,DeepSourceCorp/good-first-issue,CONTRIBUTING.md,2026-01-27T02:55:17Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,anthropics/anthropic-sdk-python,1,0.755751,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,3300,3366,1071,1040,182,390,3.0,3.0,2292,1210
FTE090,FCR-0031,DeepSourceCorp/good-first-issue,CONTRIBUTING.md,2026-01-27T02:55:17Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,pydantic/logfire,2,1.303739,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,3300,4218,1071,1326,182,561,3.0,3.0,2292,748
FTE090,FCR-0031,DeepSourceCorp/good-first-issue,CONTRIBUTING.md,2026-01-27T02:55:17Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,allenai/open-instruct,3,1.307821,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,3300,3712,1071,1389,182,262,3.0,2.0,2292,1067
FTE090,FCR-0031,DeepSourceCorp/good-first-issue,CONTRIBUTING.md,2026-01-27T02:55:17Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,volatilityfoundation/volatility3,4,1.365697,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,3300,4102,1071,1212,182,760,3.0,3.0,2292,4488
FTE090,FCR-0031,DeepSourceCorp/good-first-issue,CONTRIBUTING.md,2026-01-27T02:55:17Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,shapely/shapely,5,2.114158,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,3300,4431,1071,1044,182,1302,3.0,4.0,2292,5245
FTE091,FCR-0126,mgba-emu/mgba,CONTRIBUTING.md,2026-01-30T00:09:32Z,contributing_guide,restriction_or_ban,veracrypt/VeraCrypt,1,0.667685,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,0100-0499,0100-0499,7013,9739,485,468,3229,1221,,,4171,4202
FTE091,FCR-0126,mgba-emu/mgba,CONTRIBUTING.md,2026-01-30T00:09:32Z,contributing_guide,restriction_or_ban,sumatrapdfreader/sumatrapdf,2,0.974061,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,0100-0499,0100-0499,7013,16619,485,278,3229,3960,,,4171,4969
FTE091,FCR-0126,mgba-emu/mgba,CONTRIBUTING.md,2026-01-30T00:09:32Z,contributing_guide,restriction_or_ban,microsoft/mimalloc,3,1.203642,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,0100-0499,0100-0499,7013,12775,485,448,3229,836,,,4171,2518
FTE091,FCR-0126,mgba-emu/mgba,CONTRIBUTING.md,2026-01-30T00:09:32Z,contributing_guide,restriction_or_ban,immortalwrt/immortalwrt,4,1.220245,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,0100-0499,0100-0499,7013,10717,485,458,3229,1069,,,4171,2454
FTE091,FCR-0126,mgba-emu/mgba,CONTRIBUTING.md,2026-01-30T00:09:32Z,contributing_guide,restriction_or_ban,OpenVPN/openvpn,5,1.402854,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,0100-0499,0100-0499,7013,13767,485,317,3229,635,,,4171,5128
FTE092,FCR-0080,commitizen-tools/commitizen,.github/pull_request_template.md,2026-01-31T04:07:30Z,pr_template,disclosure;process_requirement,shapely/shapely,1,1.093429,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,3406,4431,1274,1044,625,1302,4.0,4.0,3138,5245
FTE092,FCR-0080,commitizen-tools/commitizen,.github/pull_request_template.md,2026-01-31T04:07:30Z,pr_template,disclosure;process_requirement,gptme/gptme,2,1.42838,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,3406,4289,1274,1821,625,492,4.0,3.0,3138,1144
FTE092,FCR-0080,commitizen-tools/commitizen,.github/pull_request_template.md,2026-01-31T04:07:30Z,pr_template,disclosure;process_requirement,google/timesketch,3,1.440664,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,3406,3321,1274,2269,625,1448,4.0,5.0,3138,4344
FTE092,FCR-0080,commitizen-tools/commitizen,.github/pull_request_template.md,2026-01-31T04:07:30Z,pr_template,disclosure;process_requirement,NVIDIA/TransformerEngine,4,1.468464,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,3406,3317,1274,2238,625,697,4.0,5.0,3138,1329
FTE092,FCR-0080,commitizen-tools/commitizen,.github/pull_request_template.md,2026-01-31T04:07:30Z,pr_template,disclosure;process_requirement,pydantic/logfire,5,1.501005,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,3406,4218,1274,1326,625,561,4.0,3.0,3138,748
FTE093,FCR-0204,dunst-project/dunst,.github/pull_request_template.md,2026-02-01T00:14:20Z,pr_template,disclosure;process_requirement,Cisco-Talos/clamav,1,1.215027,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,0500-0999,0500-0999,5466,6587,561,859,940,856,4.0,5.0,5360,5043
FTE093,FCR-0204,dunst-project/dunst,.github/pull_request_template.md,2026-02-01T00:14:20Z,pr_template,disclosure;process_requirement,Netflix/vmaf,2,1.437312,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,0500-0999,0500-0999,5466,5339,561,931,940,586,4.0,3.0,5360,3745
FTE093,FCR-0204,dunst-project/dunst,.github/pull_request_template.md,2026-02-01T00:14:20Z,pr_template,disclosure;process_requirement,libfuse/libfuse,3,1.452132,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,0500-0999,0500-0999,5466,6026,561,812,940,594,4.0,5.0,5360,3796
FTE093,FCR-0204,dunst-project/dunst,.github/pull_request_template.md,2026-02-01T00:14:20Z,pr_template,disclosure;process_requirement,stlink-org/stlink,4,2.203026,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,0500-0999,0500-0999,5466,5045,561,617,940,785,4.0,6.0,5360,5596
FTE093,FCR-0204,dunst-project/dunst,.github/pull_request_template.md,2026-02-01T00:14:20Z,pr_template,disclosure;process_requirement,uber/h3,5,2.412406,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,0500-0999,0500-0999,5466,6212,561,654,940,404,4.0,2.0,5360,3063
FTE094,FCR-0330,AnalogJ/scrutiny,AI_POLICY.md,2026-02-02T05:48:33Z,standalone_ai_policy,disclosure;human_responsibility;maintainer_review_discretion;model_tool_usage_detail;restriction_or_ban;verification_testing,garethgeorge/backrest,1,0.595503,language_owner_star_prcell,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0100-0499,0100-0499,7738,6224,258,297,679,663,,,2088,913
FTE094,FCR-0330,AnalogJ/scrutiny,AI_POLICY.md,2026-02-02T05:48:33Z,standalone_ai_policy,disclosure;human_responsibility;maintainer_review_discretion;model_tool_usage_detail;restriction_or_ban;verification_testing,tulir/whatsmeow,2,0.654999,language_owner_star_prcell,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0100-0499,0100-0499,7738,6082,258,241,679,607,,,2088,1678
FTE094,FCR-0330,AnalogJ/scrutiny,AI_POLICY.md,2026-02-02T05:48:33Z,standalone_ai_policy,disclosure;human_responsibility;maintainer_review_discretion;model_tool_usage_detail;restriction_or_ban;verification_testing,boyter/scc,3,0.667433,language_owner_star_prcell,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0100-0499,0100-0499,7738,8363,258,346,679,332,,,2088,2993
FTE094,FCR-0330,AnalogJ/scrutiny,AI_POLICY.md,2026-02-02T05:48:33Z,standalone_ai_policy,disclosure;human_responsibility;maintainer_review_discretion;model_tool_usage_detail;restriction_or_ban;verification_testing,AlexxIT/go2rtc,4,1.075673,language_owner_star_prcell,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0100-0499,0100-0499,7738,12949,258,354,679,1868,,,2088,1362
FTE094,FCR-0330,AnalogJ/scrutiny,AI_POLICY.md,2026-02-02T05:48:33Z,standalone_ai_policy,disclosure;human_responsibility;maintainer_review_discretion;model_tool_usage_detail;restriction_or_ban;verification_testing,h2non/imaginary,5,1.159222,language_owner_star_prcell,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0100-0499,0100-0499,7738,6048,258,165,679,286,,0.0,2088,4086
FTE095,FCR-0068,autobrr/netronome,.github/pull_request_template.md,2026-02-03T09:03:51Z,pr_template,human_responsibility;process_requirement,MultiboxLabs/flow-browser,1,0.222147,language_owner_star_prcell,True,True,True,True,TypeScript,TypeScript,Organization,Organization,200-999,200-999,0100-0499,0100-0499,903,965,167,184,56,75,,,534,421
FTE095,FCR-0068,autobrr/netronome,.github/pull_request_template.md,2026-02-03T09:03:51Z,pr_template,human_responsibility;process_requirement,brave/brave-search-mcp-server,2,0.585329,language_owner_star_prcell,True,True,True,True,TypeScript,TypeScript,Organization,Organization,200-999,200-999,0100-0499,0100-0499,903,983,167,244,56,42,,,534,333
FTE095,FCR-0068,autobrr/netronome,.github/pull_request_template.md,2026-02-03T09:03:51Z,pr_template,human_responsibility;process_requirement,code-forge-io/react-router-devtools,3,0.598891,language_owner_star_prcell,True,True,True,True,TypeScript,TypeScript,Organization,Organization,200-999,200-999,0100-0499,0100-0499,903,966,167,120,56,115,,,534,1050
FTE095,FCR-0068,autobrr/netronome,.github/pull_request_template.md,2026-02-03T09:03:51Z,pr_template,human_responsibility;process_requirement,kurrier-org/kurrier,4,0.807549,language_owner_star_prcell,True,True,True,True,TypeScript,TypeScript,Organization,Organization,200-999,200-999,0100-0499,0100-0499,903,939,167,250,56,169,,,534,250
FTE095,FCR-0068,autobrr/netronome,.github/pull_request_template.md,2026-02-03T09:03:51Z,pr_template,human_responsibility;process_requirement,voquill/voquill,5,0.848216,language_owner_star_prcell,True,True,True,True,TypeScript,TypeScript,Organization,Organization,200-999,200-999,0100-0499,0100-0499,903,916,167,317,56,129,,,534,230
FTE097,FCR-0243,axllent/mailpit,CONTRIBUTING.md,2026-02-05T04:05:12Z,contributing_guide,restriction_or_ban,garethgeorge/backrest,1,0.557587,language_owner_star_prcell,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0100-0499,0100-0499,9332,6224,255,297,413,663,,,1382,913
FTE097,FCR-0243,axllent/mailpit,CONTRIBUTING.md,2026-02-05T04:05:12Z,contributing_guide,restriction_or_ban,TomWright/dasel,2,0.612693,language_owner_star_prcell,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0100-0499,0100-0499,9332,7923,255,224,413,204,,,1382,2057
FTE097,FCR-0243,axllent/mailpit,CONTRIBUTING.md,2026-02-05T04:05:12Z,contributing_guide,restriction_or_ban,tulir/whatsmeow,3,0.707697,language_owner_star_prcell,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0100-0499,0100-0499,9332,6082,255,241,413,607,,,1382,1678
FTE097,FCR-0243,axllent/mailpit,CONTRIBUTING.md,2026-02-05T04:05:12Z,contributing_guide,restriction_or_ban,simulot/immich-go,4,0.764976,language_owner_star_prcell,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0100-0499,0100-0499,9332,6115,255,470,413,667,,,1382,1025
FTE097,FCR-0243,axllent/mailpit,CONTRIBUTING.md,2026-02-05T04:05:12Z,contributing_guide,restriction_or_ban,ViRb3/wgcf,5,0.855157,language_owner_star_prcell,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0100-0499,0100-0499,9332,8244,255,378,413,203,,,1382,2219
FTE099,FCR-0150,scikit-hep/awkward,CONTRIBUTING.md,2026-02-05T15:23:07Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,AppDaemon/appdaemon,1,0.876406,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,200-999,200-999,1000-2999,1000-2999,958,955,2497,1617,1178,990,4.0,4.0,2462,3589
FTE099,FCR-0150,scikit-hep/awkward,CONTRIBUTING.md,2026-02-05T15:23:07Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,Arize-ai/openinference,2,1.31368,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,200-999,200-999,1000-2999,1000-2999,958,951,2497,2114,1178,929,4.0,5.0,2462,867
FTE099,FCR-0150,scikit-hep/awkward,CONTRIBUTING.md,2026-02-05T15:23:07Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,secureblue/secureblue,3,1.391868,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,200-999,200-999,1000-2999,1000-2999,958,941,2497,1362,1178,828,4.0,3.0,2462,982
FTE099,FCR-0150,scikit-hep/awkward,CONTRIBUTING.md,2026-02-05T15:23:07Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,mindspore-lab/mindnlp,4,2.268153,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,200-999,200-999,1000-2999,1000-2999,958,918,2497,2164,1178,523,4.0,2.0,2462,1326
FTE099,FCR-0150,scikit-hep/awkward,CONTRIBUTING.md,2026-02-05T15:23:07Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,DataBiosphere/toil,5,2.336027,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,200-999,200-999,1000-2999,1000-2999,958,929,2497,2352,1178,3160,4.0,6.0,2462,4060
FTE101,FCR-0324,GoXLR-on-Linux/goxlr-utility,AI_POLICY.md,2026-02-08T22:12:20Z,standalone_ai_policy,authorship_or_provenance;disclosure;human_responsibility;maintainer_review_discretion;restriction_or_ban,r-lib/rig,1,0.607497,language_owner_star_prcell,True,True,True,True,Rust,Rust,Organization,Organization,200-999,200-999,0000-0099,0000-0099,966,926,99,64,151,269,,,1589,1644
FTE101,FCR-0324,GoXLR-on-Linux/goxlr-utility,AI_POLICY.md,2026-02-08T22:12:20Z,standalone_ai_policy,authorship_or_provenance;disclosure;human_responsibility;maintainer_review_discretion;restriction_or_ban,git-bahn/git-graph,2,0.638391,language_owner_star_prcell,True,True,True,True,Rust,Rust,Organization,Organization,200-999,200-999,0000-0099,0000-0099,966,914,99,72,151,67,,,1589,1981
