review_id,repo,primary_path,trace_path_used,adjudicated_carrier,adjudicated_components,adjudicated_orientation,trace_status,adoption_located,adoption_date,adoption_commit,adoption_message,date_reliability,history_commits_checked,history_truncated,candidate_paths_considered,candidate_paths_with_current_match,current_file_checked,current_file_matches,first_match_basis,matched_rule_components,evidence_snippet,fetch_error_count,trace_error
FCR-0175,wagtail/wagtail,.github/CONTRIBUTING.md,.github/CONTRIBUTING.md,contributing_guide,disclosure;human_responsibility;restriction_or_ban;verification_testing,conditional_acceptance_accountability;exclusionary_gatekeeping,located,True,2025-09-12T21:01:20Z,eaf082966627c17730e88551b8befbe510c384fd,Updates CONTRIBUTING.md for Guidance for AI-led contributions ticket …,high,10,False,.github/CONTRIBUTING.md,.github/CONTRIBUTING.md,True,True,hybrid_local_ai_contribution_governance,human_responsibility;process_requirement;verification_testing,"## Accessibility testing We’d love to get feedback on the accessibility of Wagtail. Get in touch with our [accessibility team](https://github.com/wagtail/wagtail/wiki/Accessibility-team) if you are testing Wagtail and want to report your findings, or have a look at our [backlog of accessibility issues and improvements](https://github.com/wagtail/wagtail/projects/5). We also document our [testing targets and known issues](https://docs.wagtail.org/en/latest/contributing/developing.html#accessibility-targets). ## Generative AI Generative AI can be a useful tool for contributors, but like any tool should be used with critical thinking and good judgement when creating issues and pull requests. We ask that if you use generative AI for your contribution that you include a disclaimer. > Example disclaimer: > _""This pull request includes code written with the assistance of AI. This code was reviewed and verified by me.""_ ### Acceptable uses - Gaining understanding of the existing Wagtail code - Assistance with writing comments - Su",0,
FCR-0177,wiglenet/wigle-wifi-wardriving,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,disclosure;human_responsibility,conditional_acceptance_accountability,located,True,2026-04-26T22:31:51Z,5ca6ff5ce22582f1900fd097a53e8a141be9e517,Adding CONTRIBUTING.md,high,1,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;process_requirement;verification_testing,"tarted We use Android Studio to build and maintain the project. Fork and clone this repo, setup Android Studio and point it at this repo locally, and launch the Gradle build. We cannot provide technical assistance around this, but it is common and basic enough of a setup that internet searching will provide enough information to get to a working point. ## LLM / AI Tools Pull requests must be submitted by humans, who have full understanding of the changins being made, and include human-written descriptions of what was done and why. Do not invent or reference code or features that do not exist. If any LLM / AI tools were used to assist a human in their efforts they must be disclosed in the pull request. Finally",0,
FCR-0178,winapps-org/winapps,.github/CONTRIBUTING.md,.github/CONTRIBUTING.md,contributing_guide,disclosure;human_responsibility;restriction_or_ban,conditional_acceptance_accountability;exclusionary_gatekeeping,located,True,2025-10-23T12:10:37Z,daa052d42d338a50bb3e093a0c86daa3d32f08c5,Add guidelines on using AI (#792),high,2,False,.github/CONTRIBUTING.md,.github/CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;process_requirement;verification_testing,"please run it locally before committing too. See <https://pre-commit.com> for installation, then run `pre-commit install` inside the `winapps` repository you cloned. ## About using Artificial Intelligence for pull requests > [!IMPORTANT] > If you are using any kind of AI assistance to contribute to WinApps, it must be disclosed in the pull request. ### AI-generated code When using AI assistance, we expect contributors to understand the code that is produced and be able to answer critical questions about it. It isn't a maintainers job to review a PR so broken that it requires significant rework to be acceptable. In a perfect world, AI assistance would produce equal or higher quality work than any human. That isn't the",0,
FCR-0179,wireshark/wireshark,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,authorship_or_provenance;disclosure;human_responsibility,conditional_acceptance_accountability,located,True,2026-01-12T10:08:21Z,8b8d3495cdb339cb2aaa3547172fe8c7d13993e5,tools: Add AI usage disclosure and configure commit template,high,3,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,disclosure;process_requirement,"te directory with stubs that exec the scripts in `tools/git_hooks/` and set `git config --global init.templateDir ~/.git-template`. For example, `~/.git-template/hooks/commit-msg` can `exec ""$(git rev-parse --show-toplevel)""/tools/git_hooks/commit-msg ""$@""`. - AI usage disclosure: Please declare AI assistance in commit messages and merge requests using the `AI-Assisted: yes|no [tool(s)]` trailer. This notice is adapted with thanks from the Seerr project’s AI usage statement (https://github.com/seerr-team/seerr/blob/develop/CONTRIBUTING.md).",0,
FCR-0180,yt-dlp/yt-dlp,.github/ISSUE_TEMPLATE/4_bug_report.yml,.github/ISSUE_TEMPLATE/4_bug_report.yml,issue_template,process_requirement;restriction_or_ban,exclusionary_gatekeeping;process_template_absorption,located,True,2025-09-21T17:15:16Z,8821682f15af59047bc1f92724ef8a9ba30d6f7e,[docs] Establish AI/LLM contribution policy (#14194),high,55,False,.github/ISSUE_TEMPLATE/4_bug_report.yml;CONTRIBUTING.md,.github/ISSUE_TEMPLATE/4_bug_report.yml,True,True,strict_main_ai_contribution_governance,human_responsibility;process_requirement;verification_testing,"wiki/FAQ), and the [bugtracker](https://github.com/yt-dlp/yt-dlp/issues?q=is%3Aissue%20-label%3Aspam%20%20) for similar issues **including closed ones**. DO NOT post duplicates required: true - label: I've read the [policy against AI/LLM contributions](https://github.com/yt-dlp/yt-dlp/blob/master/CONTRIBUTING.md#automated-contributions-ai--llm-policy) and understand I may be blocked from the repository if it is violated required: true - type: textarea id: description attributes: label: Provide a description that is worded well enough to be understood description: See [is-the-description-of-the-issue-itself-sufficient](https://github.com/yt-dlp/yt-dlp/blob/master/CO",0,
FCR-0182,CalcProgrammer1/OpenRGB,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,human_responsibility;restriction_or_ban,exclusionary_gatekeeping,located,True,2026-04-21T04:32:31Z,840bd92afb5686cce806ce0534745ec64169398a,Add AI guidelines section to CONTRIBUTING.md,high,8,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;verification_testing,"late a file, you need to [fork](https://gitlab.com/CalcProgrammer1/OpenRGB/-/forks/new) the project, create a new file for your language with `lupdate` (or edit an exisiting one), edit the file with `qtlinguist`, commit, push, and create a merge request. ## AI Guidelines OpenRGB is an open source project developed by humans for humans. As a general rule, AI generated submissions are not permitted. The licensing behind AI generated code is problematic. If you choose to use AI for assistance in your development process, we can't stop you, but do not credit the AI in commits (no AI authorship/co-authorship). Ultimately, you as a human developer are responsible for the code you submit and it is expected that any code you",0,
FCR-0184,Delgan/loguru,CONTRIBUTING.rst,CONTRIBUTING.rst,contributing_guide,disclosure;human_responsibility;restriction_or_ban,conditional_acceptance_accountability,located,True,2026-02-22T00:32:28Z,8c7d33c4cd349f5b03992973a6b564b01a055359,Add AI / LLM policy about automated / generated contributions (#1443),high,8,False,CONTRIBUTING.rst,CONTRIBUTING.rst,True,True,strict_main_ai_contribution_governance,human_responsibility;verification_testing,"b.com/Delgan/loguru/compare .. _PEP 8: https://www.python.org/dev/peps/pep-0008/ .. _Loguru: https://github.com/Delgan/loguru Automated Contributions Policy ------------------------------ Recent advances in artificial intelligence (AI) offer powerful tools to identify bugs and accelerate development, but their usage must remain carefully controlled. The use of AI tools to interact with this project is welcome under the following principles: - Any content generated or significantly refined by AI must be disclosed as such at the time of submission. - While AI can help with drafting your PRs or issues, describing problems or questions in your own words is strongly preferred. - Always review and test the output generat",0,
FCR-0185,Dicklesworthstone/destructive_command_guard,.github/ISSUE_TEMPLATE/new_pack_request.yml,.github/ISSUE_TEMPLATE/new_pack_request.yml,issue_template,disclosure;process_requirement,process_template_absorption,located,True,2026-01-11T10:58:39Z,aae2e14b4c3bd37743eeb2a78a94110ffb1da193,git_safety_guard-rm2n: add issue templates + false-positive link,high,1,False,.github/ISSUE_TEMPLATE/new_pack_request.yml,.github/ISSUE_TEMPLATE/new_pack_request.yml,True,True,strict_main_ai_contribution_governance,human_responsibility;verification_testing,on systems at risk - High - Significant data loss potential - Medium - Useful but workarounds exist - Low - Nice to have validations: required: true - type: textarea id: use-case attributes: label: Use Case description: How do you use this tool with AI coding agents? placeholder: | I use Claude/GPT to help manage my infrastructure... The AI sometimes suggests running dangerous commands like... - type: checkboxes id: contribution attributes: label: Contribution description: Would you be willing to help? options: - label: I can help test the pack once implemented - label: I can contribute the pack,0,
FCR-0188,InterceptSuite/ProxyBridge,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,disclosure;human_responsibility;verification_testing,conditional_acceptance_accountability,located,True,2026-01-23T14:59:16Z,2a8a0f60ab431f5e7876ba51934a210ad8c76649,version 3.1.0 Windows,high,1,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;verification_testing,"] Code builds without errors - [ ] All tests pass - [ ] Documentation updated - [ ] No merge conflicts - [ ] Commit messages are clear - [ ] Code follows project style ## Coding Standards All code submissions must follow these standards and optimization principles. ### AI-Generated Code We **accept and welcome** code written with AI assistance (such as Claude, GitHub Copilot, or other AI coding tools), provided it meets our quality and optimization standards. **Requirements for AI-Generated Code:** 1. **Code Quality Standards** - Code must be well-written, optimized, and follow project coding standards - Follow the same review process as manually written code - Must be thoroughly tested and verified b",0,
FCR-0189,Kitware/CMake,CONTRIBUTING.rst,CONTRIBUTING.rst,contributing_guide,disclosure;human_responsibility,conditional_acceptance_accountability,located,True,2026-03-20T21:35:50Z,475cc5487f2f17713d9b4af3ba45667f293b2a2b,Help: Document CMake's AI policy,high,27,False,CONTRIBUTING.rst;Help/dev/ai-policy.rst,CONTRIBUTING.rst,True,True,strict_main_ai_contribution_governance,human_responsibility;verification_testing,"er`` branch (even if the change is intended for merge to the ``release`` branch). Check the box labeled ""Allow commits from members who can merge to the target branch"". This will allow maintainers to make minor edits on your behalf. The merge request will enter the `CMake Review Process`_ for consideration. Please note `CMake's AI policy`_ if using AI tools or services as part of preparing or submitting a change. .. _`Kitware's GitLab Instance`: https://gitlab.kitware.com .. _`CMake Repository`: https://gitlab.kitware.com/cmake/cmake .. _`Utilities/SetupForDevelopment.sh`: Utilities/SetupForDevelopment.sh .. _`Building CMake`: README.rst#building-cmake .. _`CMake Source Code Guide`: Help/dev/source.rst",0,
FCR-0190,LazyAGI/LazyLLM,.github/PULL_REQUEST_TEMPLATE.md,.github/PULL_REQUEST_TEMPLATE.md,pr_template,disclosure;model_tool_usage_detail;process_requirement,conditional_acceptance_accountability;process_template_absorption,located,True,2026-04-07T06:36:49Z,a54d655fc5bd11f94e095219bc2bd331b68ac335,add claude support (#1080),high,4,False,.github/PULL_REQUEST_TEMPLATE.md,.github/PULL_REQUEST_TEMPLATE.md,True,True,strict_main_ai_contribution_governance,human_responsibility;verification_testing,xt ``` ### **原因 / Reason：** ### 第二次修正（如有）/ Second Correction (if any) **修改后的 Prompt / 操作 / Updated Prompt or Action：** ```text ``` ### **原因 / Reason：** ### 最终策略总结 / Final Strategy Summary <!-- 这一步非常关键：沉淀经验 / This step is critical: capture learnings --> * --- # 📊 AI vs 人工贡献占比 / AI vs Human Contribution <!-- 粗略评估 / Rough estimate --> * AI 生成代码占比 / AI-generated code：`%` * 人工修改占比 / Human modifications：`%` **主要人工修改点 / Key Human Modifications：** * [ ] 逻辑修正 / Logic fixes * [ ] 边界处理 / Edge case handling * [ ] 性能优化 / Performance optimization * [ ] 代码风格 / Code style * [ ] 架构调整 / Architecture adjustments --- # ⚠️ AI 问题记录 / AI Failure Cases <!-- 失败案例非常有价值 / Failure cases are very valuable --> ### ❌ 失败 Prompt 示例 / Fai,0,
FCR-0191,Next-Flip/Momentum-Firmware,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,restriction_or_ban,exclusionary_gatekeeping,located,True,2025-11-29T15:45:58Z,c12d8bae39c9a8a5553db2c328f27fcc006ce5c3,im fucking done --nobuild,high,5,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;verification_testing,"# ANY AND ALL USE OF AI, EVEN SLIGHTLY SUSPECTED, EVEN IF JUST TO ASK QUESTIONS AND GET CONFIRMATION HERE, WILL GET YOU BANNED, YOUR MESSAGES DELETED, AND YOUR ISSUES / PULL REQUESTS CLOSED. YOU ARE A HUMAN, ACT LIKE IT",0,
FCR-0192,OpenNMT/CTranslate2,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,disclosure;human_responsibility;verification_testing,conditional_acceptance_accountability,located,True,2025-12-29T18:16:23Z,31b611585d54780cd0b94f4198f84b188369bdc9,Contribution rules and update details (#1961),high,9,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,disclosure,"rticularly suited for community contributions. * If you are planning to make a large change to the existing code, consider asking first on [the forum](https://forum.opennmt.net/) to confirm that it is welcome. ## Contribution rules CTranslate2 is a low-level, performance-critical codebase. A single misplaced pointer or inefficient memory allocation (which LLMs often get wrong) can take hours to debug. To maintain code integrity and manage maintainer workload, we apply the following policy: * Use of AI tools for brainstorming or minor assistance is acceptable, but contributors must explicitly disclose how AI was used and remain fully responsible for correctness, performance, and design. Submissions that appear g",0,
FCR-0196,Rapptz/discord.py,.github/CONTRIBUTING.md,.github/CONTRIBUTING.md,contributing_guide,process_requirement;restriction_or_ban,exclusionary_gatekeeping;process_template_absorption,located,True,2026-02-26T06:33:25Z,e55b308c1adb705a99bb0b30aa1d6dcc8ce05790,Add AI contribution guideline,high,4,False,.github/CONTRIBUTING.md,.github/CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;restriction_or_ban;verification_testing,"focuses on a single aspect and doesn't manage to have scope creep and it's probably good to go. It would be incredibly lovely if the style is consistent to that found in the project. This project follows PEP-8 guidelines (mostly) with a column limit of 125. ### AI Contributions This repository does not accept any AI contributions at all. Using tools like Claude Code, Copilot, Gemini, ChatGPT, OpenAI Codex, etc. are simply blanket banned. AI contributions are typically nonsensical and just take up very valuable review time and thus are banned. Pull requests that are made with AI tools will be instantly closed without review, no matter how small the changeset is. ### Git Commit Guidelines - Use present tense (e.g.",0,
FCR-0197,WebODM/WebODM,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,disclosure;human_responsibility;verification_testing,conditional_acceptance_accountability,located,True,2026-04-08T11:16:11Z,424c33c63ab3597bdf00ca0496aedb5e8ae47fa5,"Organization URL updates, policy updates",high,6,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;verification_testing,"out on the #devtalk channel on Discord if you have any questions. https://webodm.org/community ## Code of Conduct You must adheres to the [Contributor Code of Conduct](https://github.com/WebODM/WebODM/blob/master/CODE_OF_CONDUCT.md). By participating, you are expected to uphold this code. Please report unacceptable behavior to the project maintainers. ## Use of AI Responsible use of AI tools to increase productivity and facilitate contributions is generally allowed, as long as contributions are carefully reviewed and tested by the contributor, that no copyright is being infringed and that each submission is submitted manually with a human written description of the changes. Be prepared to answer any questions abou",0,
FCR-0198,alibaba/page-agent,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,human_responsibility;restriction_or_ban,conditional_acceptance_accountability;exclusionary_gatekeeping,located,True,2025-09-29T08:58:07Z,95c688873e51f6d6b2c64ece0fecf8f89e3b63fc,docs: update contributing guidelines,high,3,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;process_requirement;verification_testing,6. **Create Pull Request** - Provide clear description of changes - Link related issues - Include screenshots for UI changes ## 📝 Code Style ### General Guidelines - Use TypeScript for type safety - Follow existing naming conventions - Write meaningful commit messages - Keep functions small and focused - Add JSDoc for public APIs ### ✨ AI coder/copilot - It's **recommended** to heavily rely on AI when maintaining **the webpages and tests**. - BUT **NOT the core lib!!!** Be very careful if AI touched any code in the core lib. - Review anything AI wrote before make a commit. You are the author of anything you commit. NOT AI. - Update the AI instructions. - Cursor and Cline: `./.cursor/rules` - Github,0,
FCR-0200,apache/orc,.github/PULL_REQUEST_TEMPLATE,.github/PULL_REQUEST_TEMPLATE,pr_template,authorship_or_provenance;disclosure;process_requirement,conditional_acceptance_accountability;process_template_absorption,located,True,2024-01-09T22:04:41Z,affbbbea939102e71abe39fa21067f86c525f64d,ORC-1579: Add `ASF Generative Tooling Guidance` to PR template,high,2,False,.github/PULL_REQUEST_TEMPLATE,.github/PULL_REQUEST_TEMPLATE,True,True,strict_main_ai_contribution_governance,human_responsibility;verification_testing,"d in a way different from regular unit tests, please clarify how you tested step by step, ideally copy and paste-able, so that other reviewers can test and check, and descendants can verify in the future. If tests were not added, please describe why they were not added and/or why it was difficult to add. --> ### Was this patch authored or co-authored using generative AI tooling? <!-- If generative AI tooling has been used in the process of authoring this patch, please include the phrase: 'Generated-by: ' followed by the name of the tool and its version. If no, write 'No'. Please refer to the [ASF Generative Tooling Guidance](https://www.apache.org/legal/generative-tooling.html) for details. -->",0,
FCR-0202,bbc/audiowaveform,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,restriction_or_ban,exclusionary_gatekeeping,located,True,2024-04-21T12:31:19Z,d4ef7bcba5caba78c711396620abe12a31fe0f28,Update CONTRIBUTING.md,high,8,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,restriction_or_ban,"* Please don't change the [VERSION](https://github.com/bbc/audiowaveform/blob/master/VERSION) file, or update the [ChangeLog](https://github.com/bbc/audiowaveform/blob/master/ChangeLog). We'll do that when [preparing a new release](#preparing-a-new-release). * Please follow the existing coding conventions. * Code or documentation contributions produced by generative AI tools are not allowed. * For commit messages, please follow [these guidelines](https://chris.beams.io/posts/git-commit/), although we're not fussy about use of imperative mood vs past tense. In particular, please don't use [Conventional Commits](https://www.conventionalcommits.org/) style. We may choose to edit your commit messages for consistency when mer",0,
FCR-0204,dunst-project/dunst,.github/pull_request_template.md,.github/pull_request_template.md,pr_template,disclosure;process_requirement,conditional_acceptance_accountability;process_template_absorption,located,True,2026-02-01T00:14:20Z,986bb24211440a628d0f53b935d08c5d84c6e978,Improve doxygen docs and overhauled comments (#1538),high,1,False,.github/pull_request_template.md;CONTRIBUTING.md,.github/pull_request_template.md,True,True,strict_main_ai_contribution_governance,disclosure;human_responsibility;verification_testing,"above --> --- Please check all the boxes that apply: - [ ] I have read the contribution guidelines in [CONTRIBUTING](https://github.com/dunst-project/dunst/blob/master/CONTRIBUTING.md) guide. - [ ] I have added documentation for new features (if applicable). - [ ] I have added tests for new features (if applicable). - [ ] I have used the assistance of AI/LLM tools (not forbidden, but please disclose). - [ ] The new code successfully builds locally (`make all` shows no error). - [ ] The new code successfully passes the test suite (`make test` shows no error).",0,
FCR-0209,janet-lang/janet,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,disclosure;human_responsibility;maintainer_review_discretion;restriction_or_ban,conditional_acceptance_accountability;exclusionary_gatekeeping,located,True,2026-03-15T04:13:29Z,612971503d22be43cd86bc0519ee8341027ad39b,"Add LLM, AI and tool usage section to contribution guide. (#1730)",high,9,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;verification_testing,"e some in mind. ## LLMs, Tool Usage, and Transparency All usage of Large Language Models (LLMs), Neural Networks, ""AI"" tools, and other tools such as software fuzzers or static analyzers must be disclosed. This applies to pull requests, email patches, bug reports, and any other meaningful contribution to Janet's source code. Please also refrain from using generative AI for code that will be embedded in the Janet runtime, which include all C source files as well as boot.janet. All code should be well and completely understood by the human author, including test cases. Large and obviously AI-driven changes will be rejected. Be mindful and transparent on the copyright implications of any submitted code. We will use discretio",0,
FCR-0211,kriasoft/react-starter-kit,.github/CONTRIBUTING.md,.github/CONTRIBUTING.md,contributing_guide,authorship_or_provenance;disclosure;human_responsibility,conditional_acceptance_accountability,located,True,2026-02-14T21:02:50Z,e2cd905359e892a15021b9f97d24f882ccba1e22,"chore: update deps, streamline CI, and clean up app layer (#2155)",high,5,False,.github/CONTRIBUTING.md,.github/CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;verification_testing,"version 1.1. By contributing, you certify that you wrote the contribution yourself (or have the right to submit it) and agree to license it under the [MIT License](../LICENSE). All commits must include a sign-off line: ```bash git commit -s -m ""feat(auth): add passkey support"" ``` Contributions without a sign-off may be rejected by automated checks. ## AI-Assisted Contributions AI tools may be used to help produce contributions. By submitting, you certify that you have reviewed and understand the code and that it does not include material you lack the right to submit under the MIT License. The use of AI tools does not change the DCO requirements. The contributor remains the author of record and is responsible for t",0,
FCR-0212,lee-to/aif-handoff,.github/PULL_REQUEST_TEMPLATE.md,.github/PULL_REQUEST_TEMPLATE.md,pr_template,disclosure;model_tool_usage_detail;process_requirement,conditional_acceptance_accountability;process_template_absorption,located,True,2026-04-05T09:45:42Z,dccab5ce7e4ec9d49c5041fcbd3b29ab19179bd1,chore:  pull request template,high,2,False,.github/PULL_REQUEST_TEMPLATE.md,.github/PULL_REQUEST_TEMPLATE.md,True,True,strict_main_ai_contribution_governance,human_responsibility;verification_testing,## Summary - ... ## Changes Describe what was changed and why. ## AI Model Which AI model was used to generate or assist with this code? - [ ] Claude Opus 4.6 - [ ] Claude Sonnet 4.6 - [ ] Claude Haiku 4.5 - [ ] Other: <!-- specify --> - [ ] No AI used ## Test Plan - [ ] Tests pass (`npm test`) - [ ] Lint passes (`npm run lint`) - [ ] Documentation updated (if applicable) - [ ] Manually verified the change works as expected,0,
FCR-0213,lxc/incus-os,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,human_responsibility;restriction_or_ban,exclusionary_gatekeeping,located,True,2025-11-05T00:08:46Z,a4c739dbe6bf2dffdddc90d06f0c32e0ee69ab48,doc: Re-structure documentation,high,2,False,CONTRIBUTING.md;CODE_OF_CONDUCT.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;verification_testing,"When contributing, you must adhere to the Code of Conduct, which is available at: <https://github.com/lxc/incus-os/blob/main/CODE_OF_CONDUCT.md> ## License and copyright By default, any contribution to this project is made under the Apache 2.0 license. The author of a change remains the copyright holder of their code (no copyright assignment). ## No Large Language Models (LLMs) or AI tools All contributions to this project are expected to be done by human beings or through standard predictable tooling (e.g. scripts, formatters, ...). We expect all contributors to be able to reason about the code that they contribute and explain why they're taking a particular approach. LLMs and similar predictive tools have the annoying",0,
FCR-0214,lxc/lxc,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,authorship_or_provenance;human_responsibility;restriction_or_ban,exclusionary_gatekeeping,located,True,2025-08-15T20:49:46Z,95cad77e7d36484e49fa5c1d5a7f3e5fb3d64abc,Rename CONTRIBUTING to CONTRIBUTING.md,high,1,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;verification_testing,"loper.org> Reviewed-by: Random J Developer <random@developer.org> If you are contributing as a group who is implementing a feature together such that it cannot be reasonably attributed to a single developer please use: Co-developed-by: Random J Developer 1 <random_1@developer.org> Co-developed-by: Random J Developer 2 <random_1@developer.org> AI Generated Code: ------------------ Substantially AI generated code is not welcome. There are several reasons for this. First, it violates the ""The contribution was created in whole or in part by me"" statement of DCO. Second, the licensing implications are not yet clear. Thirdly, we expect anyone who submits code to fully understand what they are submitting. Fin",0,
FCR-0215,lxc/terraform-provider-incus,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,human_responsibility;restriction_or_ban,exclusionary_gatekeeping,located,True,2025-08-05T17:51:28Z,d4284f3e0cd2eff5c6861f3a21be73f5826ee701,Update contributing guidelines to disallow LLMs contributions,high,2,False,CONTRIBUTING.md;CODE_OF_CONDUCT.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;verification_testing,"om/lxc/terraform-provider-incus/blob/main/CODE_OF_CONDUCT.md`](https://github.com/lxc/terraform-provider-incus/blob/main/CODE_OF_CONDUCT.md) ## License and copyright By default, any contribution to this project is made under the Mozilla Public License 2.0. The author of a change remains the copyright holder of their code (no copyright assignment). ## No Large Language Models (LLMs) or similar AI tools All contributions to this project are expected to be done by human beings or through standard predictable tooling (e.g. scripts, formatters, ...). We expect all contributors to be able to reason about the code that they contribute and explain why they're taking a particular approach. LLMs and similar predictive tools have the a",0,
FCR-0216,mbroz/cryptsetup,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,disclosure;human_responsibility;restriction_or_ban,conditional_acceptance_accountability,located,True,2026-04-17T08:40:08Z,e6b609bb27b6c040576d85222b909573d6139cc3,Add mention about AI to CONTRIBUTING.md,high,4,False,CONTRIBUTING.md;SECURITY.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,disclosure;human_responsibility;verification_testing,"ests). Alternatively (for trivial changes), you can send a patch to [cryptsetup mailing list](mailto:cryptsetup@lists.linux.dev). Please do not write personal emails with questions or patches to maintainers and developers. Please refrain from submissions that you haven't thoroughly understood, reviewed, and tested. Please disclose if your contribution was AI-generated. Descriptions and comments should be made by you. ### Project structure Cryptsetup projects include a libcryptsetup library, tools, token plugins, documentation, and a test suite. Cryptsetup library (libcryptsetup) exports [versioned symbols](lib/libcryptsetup.sym). Tools (cryptsetup, veritysetup, integritysetup) use libcryptsetup shared library. Some iso",0,
FCR-0217,microsoft/VibeVoice,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,human_responsibility;restriction_or_ban;verification_testing,conditional_acceptance_accountability,located,True,2026-01-26T06:07:40Z,0926f242ce0e6cefc575b8aceb28ec0637712d46,add CONTRIBUTING.md,high,1,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;verification_testing,"ontributions** PRs containing non-English code comments, documentation, commit messages, or descriptions will be rejected. ## 3. Review Policy - **Line-by-Line Review** Maintainers strictly audit every single line of change manually. Before submitting, ensure you have personally scrutinized and fully mastered all code logic. - **Caution Regarding AI-Generated Code** LLM-generated code often contains redundant logic and subtle defects. Large chunks of AI-generated code will be rejected unless they have undergone rigorous human cleaning and verification. Ensure that every line of code has an absolute necessity to exist. ## 4. Documentation Standards - **Precise & Concise** VibeVoice's documentation s",0,
FCR-0223,obsproject/obs-studio,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,human_responsibility;restriction_or_ban,exclusionary_gatekeeping,located,True,2026-04-06T17:59:42Z,e04b883e4bc8209e0719f0a8046c0360d7a8f513,Update contributing and code style guidelines (#13296),high,1,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;verification_testing,"riginal commit needs to be adjusted and changed as it will not apply to an updated code-base, its original author should be added as a ""Co-Author"" to the commit message. ``` libobs: Refactor audio implementation Additional commit description <..> Co-authored-by: Name <git@address.TLD> ``` # AI/Machine Learning Policy AI/machine learning systems such as Copilot, ChatGPT, and Claude, are prone to generating plausible-sounding, but wrong code that makes incorrect assumptions about OBS internals or APIs it interfaces with. This means code generated by such systems will require human review and is likely to require human intervention. If the submitter is unable to undertake that work themselves due to a lack of under",0,
FCR-0225,royshil/obs-backgroundremoval,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,authorship_or_provenance;disclosure;human_responsibility;restriction_or_ban,conditional_acceptance_accountability;exclusionary_gatekeeping,located,True,2026-02-27T17:48:44Z,4bcc8aa1de23226230df6812743f7985da0b2755,Clarify contributing policy (#789),high,1,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;verification_testing,". If not, see <https://www.gnu.org/licenses/>. */ ``` ### 3. Code Integrity We always welcome every contribution! To deliver the value of your work to our users in a professional manner, please adhere to the following policies: - **No Unverified Code**: Do not submit any code that you cannot fully understand and explain. Submitting any raw outputs from LLMs or Generative-AI is strictly prohibited. - **Responsibility**: You must take responsibility for your code. Please ensure that your contribution has clean licensing and is reliable. We are here to help you to accomplish this, of course! ### 4. Developer Certificate of Origin (DCO) and Commit Signing Please sign off (Developer Certificate of Origin) and ver",0,
